,rp
2011-03-31,1.0378192833877065
2011-04-01,1.0395969759939687
2011-04-06,1.0419268527163539
2011-04-07,1.0425273366466112
2011-04-08,1.0448816625266355
2011-04-11,1.0454974020165373
2011-04-12,1.0451953502800997
2011-04-13,1.0465141784207475
2011-04-14,1.0466880485832257
2011-04-15,1.047722441833841
2011-04-18,1.0478066883656307
2011-04-19,1.0474970811113364
2011-04-20,1.0484671592243449
2011-04-21,1.0492423340283328
2011-04-22,1.0495965509514615
2011-04-25,1.0493002536879015
2011-04-26,1.0476449374022874
2011-04-27,1.0477084868391071
2011-04-28,1.0490476324659306
2011-04-29,1.0499822041520563
2011-05-03,1.0514611148724298
2011-05-04,1.0496203790873837
2011-05-05,1.0480917295944008
2011-05-06,1.0463316285532074
2011-05-09,1.0483200031098094
2011-05-10,1.0496485629315209
2011-05-11,1.0507646891901101
2011-05-12,1.0474412421643324
2011-05-13,1.0496569774596913
2011-05-16,1.0474533480653496
2011-05-17,1.0480895888989823
2011-05-18,1.0484233971540502
2011-05-19,1.0484063502363081
2011-05-20,1.048298626504137
2011-05-23,1.0471299756439523
2011-05-24,1.048421237601634
2011-05-25,1.047899774322253
2011-05-26,1.048008710665369
2011-05-27,1.048120442521843
2011-05-30,1.048656973521579
2011-05-31,1.0496948088419944
2011-06-01,1.0492821748912589
2011-06-02,1.0488287133501044
2011-06-03,1.0490375257499174
2011-06-07,1.0506251451755158
2011-06-08,1.0491655148386052
2011-06-09,1.047339254380691
2011-06-10,1.047360486181055
2011-06-13,1.0461146905671173
2011-06-14,1.04472422680445
2011-06-15,1.0416376916314039
2011-06-16,1.0409719587012325
2011-06-17,1.0399552280040636
2011-06-20,1.0421939752497584
2011-06-21,1.04471521061796
2011-06-22,1.042737746584677
2011-06-23,1.0431349632462705
2011-06-24,1.045609043493538
2011-06-27,1.0456080250247108
2011-06-28,1.0454994305642615
2011-06-29,1.0447860688841653
2011-06-30,1.0459238123358632
2011-07-01,1.045961917820322
2011-07-04,1.0474902701621007
2011-07-05,1.047663198761779
2011-07-06,1.0487957148641798
2011-07-07,1.049980647958066
2011-07-08,1.0506325838398718
2011-07-11,1.0520033794576085
2011-07-12,1.0510693453579862
2011-07-13,1.0544190778111273
2011-07-14,1.05487592024015
2011-07-15,1.0542950758695786
2011-07-18,1.05498130187588
2011-07-19,1.053206773448698
2011-07-20,1.0481940405114951
2011-07-21,1.0472349996491488
2011-07-22,1.0465385552535194
2011-07-25,1.0470344029710463
2011-07-26,1.0466172325610477
2011-07-27,1.047478405442907
2011-07-28,1.0464892025905728
2011-07-29,1.046438915353547
2011-08-01,1.047073401987952
2011-08-02,1.0473292382911958
2011-08-03,1.0491656900265964
2011-08-04,1.0494567499055303
2011-08-05,1.0496866560531202
2011-08-08,1.0516610032485838
2011-08-09,1.0569872971670569
2011-08-10,1.0583085550877258
2011-08-11,1.063929715763776
2011-08-12,1.0621096152151832
2011-08-15,1.0625251530251962
2011-08-16,1.063554301588088
2011-08-17,1.064988019455224
2011-08-18,1.063489503492061
2011-08-19,1.0685940027292713
2011-08-22,1.071283892821036
2011-08-23,1.0718257395659037
2011-08-24,1.0686530135938592
2011-08-25,1.0632476198259284
2011-08-26,1.0660029600320216
2011-08-29,1.0623692754324365
2011-08-30,1.0584610651523139
2011-08-31,1.062072653547505
2011-09-01,1.0622603194368792
2011-09-02,1.0633396990200183
2011-09-05,1.0654285820285714
2011-09-06,1.0679409131175648
2011-09-07,1.0636886147540843
2011-09-08,1.0632231910675776
2011-09-09,1.0661341077005768
2011-09-13,1.0632059776556448
2011-09-14,1.0636614700193006
2011-09-15,1.0615951067097276
2011-09-16,1.0581469720735595
2011-09-19,1.0599635272209065
2011-09-20,1.0582310903556804
2011-09-21,1.0621951625564223
2011-09-22,1.058405331738299
2011-09-23,1.0595252108521058
2011-09-26,1.0494834662804913
2011-09-27,1.0546785006761767
2011-09-28,1.0538632853516918
2011-09-29,1.052224699976772
2011-09-30,1.0540706402370412
2011-10-10,1.0610364011415285
2011-10-11,1.0632637274949726
2011-10-12,1.0658351882301536
2011-10-13,1.0659587228667013
2011-10-14,1.06706053972293
2011-10-17,1.0679937897143172
2011-10-18,1.0659707756491046
2011-10-19,1.0650196871135889
2011-10-20,1.0611838513843956
2011-10-21,1.0610918969925773
2011-10-24,1.0653243656478786
2011-10-25,1.0658933974772173
2011-10-26,1.0712128030307861
2011-10-27,1.071215013564524
2011-10-28,1.0750733078320018
2011-10-31,1.0739244994578976
2011-11-01,1.0764959259847826
2011-11-02,1.0799696953069353
2011-11-03,1.080389062520685
2011-11-04,1.0835084316631536
2011-11-07,1.0830042174364316
2011-11-08,1.0855084577060394
2011-11-09,1.0894435476669675
2011-11-10,1.090255037284269
2011-11-11,1.0896681399659762
2011-11-14,1.0935457092479088
2011-11-15,1.0897820823238646
2011-11-16,1.08787201771035
2011-11-17,1.0866022263841235
2011-11-18,1.0825918047372973
2011-11-21,1.0816475255036757
2011-11-22,1.0800408461661548
2011-11-23,1.0828103579676964
2011-11-24,1.081980575410535
2011-11-25,1.0806192934797771
2011-11-28,1.0817512726528666
2011-11-29,1.0833541998812617
2011-11-30,1.0808775726652848
2011-12-01,1.0915886503375185
2011-12-02,1.0930531793650882
2011-12-05,1.0926149768548339
2011-12-06,1.0897539986072813
2011-12-07,1.0908494778636508
2011-12-08,1.0913741638961654
2011-12-09,1.0893705144359698
2011-12-12,1.08654059946873
2011-12-13,1.0818031035756475
2011-12-14,1.0806795264153708
2011-12-15,1.0732999660676983
2011-12-16,1.0787379364009022
2011-12-19,1.0780042350775456
2011-12-20,1.078216594457796
2011-12-21,1.0779134794457408
2011-12-22,1.0770337132327004
2011-12-23,1.077805006445461
2011-12-26,1.0771570736075815
2011-12-27,1.075338930905835
2011-12-28,1.074627406290397
2011-12-29,1.072927813818607
2011-12-30,1.0766975951357722
2012-01-04,1.0777168882059283
2012-01-05,1.0779378963977582
2012-01-06,1.0801507372928254
2012-01-09,1.083514751437898
2012-01-10,1.0873002027764176
2012-01-11,1.0872639092320187
2012-01-12,1.088078928392998
2012-01-13,1.086338386786606
2012-01-16,1.0835661841502156
2012-01-17,1.0897613052978545
2012-01-18,1.0881997251120117
2012-01-19,1.0914474130514815
2012-01-20,1.092934571109908
2012-01-30,1.0950248076694211
2012-01-31,1.096025438575672
2012-02-01,1.0928642302968448
2012-02-02,1.0952569377169763
2012-02-03,1.0968446609554519
2012-02-06,1.0938594889334916
2012-02-07,1.0920693405324164
2012-02-08,1.0945787287395843
2012-02-09,1.092849497289927
2012-02-10,1.0932489968141983
2012-02-13,1.0941350305457522
2012-02-14,1.093177085212659
2012-02-15,1.0939938483229836
2012-02-16,1.0930326017594219
2012-02-17,1.0931498847055217
2012-02-20,1.094840052838768
2012-02-21,1.0960988954673405
2012-02-22,1.097928670057445
2012-02-23,1.0992394191165635
2012-02-24,1.101020862725994
2012-02-27,1.100106316648793
2012-02-28,1.1004088075638496
2012-02-29,1.1004329454123412
2012-03-01,1.0964285953838506
2012-03-02,1.0976969213817975
2012-03-05,1.0970173694203653
2012-03-06,1.09577243156459
2012-03-07,1.0945783813613772
2012-03-08,1.0967931372296613
2012-03-09,1.0988182464936365
2012-03-12,1.0993273924565872
2012-03-13,1.1000090033746215
2012-03-14,1.095529441938596
2012-03-15,1.0930763217628376
2012-03-16,1.0957145896049216
2012-03-19,1.0957610817238885
2012-03-20,1.0937334189096966
2012-03-21,1.0936795107862596
2012-03-22,1.0937605379861783
2012-03-23,1.0934835673434693
2012-03-26,1.094667958271538
2012-03-27,1.0953547452184407
2012-03-28,1.0926866343588724
2012-03-29,1.0913459343936258
2012-03-30,1.0924666855450589
2012-04-05,1.0927891849680014
2012-04-06,1.0936773502456734
2012-04-09,1.0926597419420516
2012-04-10,1.0940689794055714
2012-04-11,1.0948585727308702
2012-04-12,1.0961855239668707
2012-04-13,1.0973291950860449
2012-04-16,1.0957702709057728
2012-04-17,1.0949266088952339
2012-04-18,1.0970826031648215
2012-04-19,1.0960659872739316
2012-04-20,1.09786896144028
2012-04-23,1.0970513117672125
2012-04-24,1.0975261342167966
2012-04-25,1.0983740635577521
2012-04-26,1.0990616902142472
2012-04-27,1.0991321146256048
2012-05-02,1.1014645507627214
2012-05-03,1.1012020474686284
2012-05-04,1.1015520600056534
2012-05-07,1.1021930259776014
2012-05-08,1.10171101497945
2012-05-09,1.0981300472284277
2012-05-10,1.0992074998273669
2012-05-11,1.0994045296006527
2012-05-14,1.1020317819268053
2012-05-15,1.105285704430713
2012-05-16,1.1045253186226753
2012-05-17,1.1044329538372712
2012-05-18,1.1068107179148017
2012-05-21,1.1074660022830638
2012-05-22,1.108345772980913
2012-05-23,1.1066525723561078
2012-05-24,1.108246841085923
2012-05-25,1.11135186370619
2012-05-28,1.1124720960095986
2012-05-29,1.1125782089255463
2012-05-30,1.1101610085049385
2012-05-31,1.1115720750638034
2012-06-01,1.1115560544403598
2012-06-04,1.1127627411172556
2012-06-05,1.1117948943249811
2012-06-06,1.1121458472827277
2012-06-07,1.1109799054828808
2012-06-08,1.110800631017534
2012-06-11,1.1120917566966009
2012-06-12,1.109993013420999
2012-06-13,1.1119333078517437
2012-06-14,1.1112298896939037
2012-06-15,1.1122878380863288
2012-06-18,1.1109973791002974
2012-06-19,1.1108569526964132
2012-06-20,1.1097626573653019
2012-06-21,1.1081438371443124
2012-06-25,1.1060743920541585
2012-06-26,1.107257218382694
2012-06-27,1.1080735925569247
2012-06-28,1.1078359435149718
2012-06-29,1.1095177357303874
2012-07-02,1.1105275506410555
2012-07-03,1.112106203524856
2012-07-04,1.1123794901197739
2012-07-05,1.1116646896015858
2012-07-06,1.114179928966332
2012-07-09,1.112762760827646
2012-07-10,1.1131608458196764
2012-07-11,1.1142747759599398
2012-07-12,1.1148602091979873
2012-07-13,1.1149351078819292
2012-07-16,1.1132734352776437
2012-07-17,1.1137617264631972
2012-07-18,1.112947472704728
2012-07-19,1.113407941211655
2012-07-20,1.1130588628318108
2012-07-23,1.1114291741257387
2012-07-24,1.1121198221235258
2012-07-25,1.1119306003975946
2012-07-26,1.1120162880486089
2012-07-27,1.1126967240109333
2012-07-30,1.1122713106487523
2012-07-31,1.1116770383717227
2012-08-01,1.1125154980355327
2012-08-02,1.1112338518762992
2012-08-03,1.1111753245126708
2012-08-06,1.1127010292493094
2012-08-07,1.1122423353547426
2012-08-08,1.110450152664533
2012-08-09,1.1131586807194083
2012-08-10,1.1127573133807653
2012-08-13,1.1114202828255628
2012-08-14,1.1107385114602828
2012-08-15,1.107614697551677
2012-08-16,1.1071083112995743
2012-08-17,1.1077252970697347
2012-08-20,1.106351065413875
2012-08-21,1.106595648518694
2012-08-22,1.104957942895606
2012-08-23,1.107399616952192
2012-08-24,1.1077599932194901
2012-08-27,1.1062867312765237
2012-08-28,1.1057968913596739
2012-08-29,1.1043544435630712
2012-08-30,1.1036634328384498
2012-08-31,1.1034647928081909
2012-09-03,1.1062855550999955
2012-09-04,1.1062676925661408
2012-09-05,1.105718584903
2012-09-06,1.107258648940502
2012-09-07,1.1095557603954782
2012-09-10,1.1102139962588315
2012-09-11,1.108885341352735
2012-09-12,1.1080861519464211
2012-09-13,1.1069727041759119
2012-09-14,1.1073410669960093
2012-09-17,1.1040388652104778
2012-09-18,1.1043113653730297
2012-09-19,1.1058252938078732
2012-09-20,1.1032560922505183
2012-09-21,1.1046953490256162
2012-09-24,1.1051232835259521
2012-09-25,1.1067312865987309
2012-09-26,1.1062210430533597
2012-09-27,1.108582030002898
2012-09-28,1.1112238450943306
2012-10-08,1.1093165524002695
2012-10-09,1.1112446504445306
2012-10-10,1.1104801026344429
2012-10-11,1.1099608072105793
2012-10-12,1.1108632945915216
2012-10-15,1.1099578138704067
2012-10-16,1.1090245010972635
2012-10-17,1.1088773636708562
2012-10-18,1.1096358443697865
2012-10-19,1.1083948015759488
2012-10-22,1.108517361515242
2012-10-23,1.106757135175112
2012-10-24,1.1058353788692674
2012-10-25,1.1049324060897594
2012-10-26,1.1023759578249321
2012-10-29,1.102981075486709
2012-10-30,1.1036261259295135
2012-10-31,1.1038512408681438
2012-11-01,1.105072185489426
2012-11-02,1.1053630466921347
2012-11-05,1.1039854605128452
2012-11-06,1.1043725928378219
2012-11-07,1.1070707255699646
2012-11-08,1.1052772935867448
2012-11-09,1.1063904490230472
2012-11-12,1.1070452891427554
2012-11-13,1.105432146608845
2012-11-14,1.1065132758385714
2012-11-15,1.1054775734144506
2012-11-16,1.105215910342248
2012-11-19,1.1068119369662754
2012-11-20,1.1067257267617117
2012-11-21,1.1068897071223789
2012-11-22,1.1060313504318102
2012-11-23,1.1064991699955729
2012-11-26,1.106699783114476
2012-11-27,1.105532039228205
2012-11-28,1.103950370220181
2012-11-29,1.1028176565247008
2012-11-30,1.1040608991351737
2012-12-03,1.1023933900858203
2012-12-04,1.1019924720719334
2012-12-05,1.1045098150912125
2012-12-06,1.103583346775134
2012-12-07,1.1056964342059876
2012-12-10,1.1069717049907977
2012-12-11,1.1071964760579842
2012-12-12,1.1078049778580659
2012-12-13,1.106244648005581
2012-12-14,1.1098854997939998
2012-12-17,1.1097425472920062
2012-12-18,1.1105675956878664
2012-12-19,1.1090847694766084
2012-12-20,1.1088493429073278
2012-12-21,1.107271167938913
2012-12-24,1.1087847413210745
2012-12-25,1.1108157607998164
2012-12-26,1.1112985990454358
2012-12-27,1.111754743478622
2012-12-28,1.1131815673911831
2012-12-31,1.1152558989973673
2013-01-04,1.113429550760737
2013-01-07,1.11534644697819
2013-01-08,1.1150139915308988
2013-01-09,1.1161677313638487
2013-01-10,1.115554012448507
2013-01-11,1.1143943246485803
2013-01-14,1.1172106116841165
2013-01-15,1.118394556644398
2013-01-16,1.1180014651153392
2013-01-17,1.1176605254124454
2013-01-18,1.1201062154244033
2013-01-21,1.121071390572141
2013-01-22,1.1209653137092401
2013-01-23,1.1212244975278225
2013-01-24,1.1194119780710514
2013-01-25,1.1188449522697845
2013-01-28,1.120041027118981
2013-01-29,1.120800391797513
2013-01-30,1.1214295021270975
2013-01-31,1.121743298110265
2013-02-01,1.1230621867288664
2013-02-04,1.1239916569624695
2013-02-05,1.1251888432992434
2013-02-06,1.1254199887381031
2013-02-07,1.125183263709268
2013-02-08,1.1257472932917387
2013-02-18,1.1226720787307856
2013-02-19,1.121149355192296
2013-02-20,1.1223496444862364
2013-02-21,1.117758028847644
2013-02-22,1.1184979604541136
2013-02-25,1.1183964689727832
2013-02-26,1.1173209018389152
2013-02-27,1.1192294103223428
2013-02-28,1.1203606868233593
2013-03-01,1.1194649659051252
2013-03-04,1.1169448927803296
2013-03-05,1.1193004721945237
2013-03-06,1.1195730971373572
2013-03-07,1.118691481458889
2013-03-08,1.1181505238787237
2013-03-11,1.1180821033698254
2013-03-12,1.1172727701533733
2013-03-13,1.1171195233890938
2013-03-14,1.1167774246974609
2013-03-15,1.117072972388738
2013-03-18,1.1165847095179597
2013-03-19,1.1175910780536447
2013-03-20,1.1206168447832794
2013-03-21,1.1203412026410382
2013-03-22,1.120687210603461
2013-03-25,1.1207953514556266
2013-03-26,1.1196594686788408
2013-03-27,1.1195786412194568
2013-03-28,1.1186237750980463
2013-03-29,1.1185602853556558
2013-04-01,1.1194104878868616
2013-04-02,1.1206075866669163
2013-04-03,1.1192563035794292
2013-04-08,1.1204190159992857
2013-04-09,1.1211762427910699
2013-04-10,1.1222487523100655
2013-04-11,1.1200038027307535
2013-04-12,1.119909351145194
2013-04-15,1.1130844724790194
2013-04-16,1.1107532567816618
2013-04-17,1.1107110273188614
2013-04-18,1.1095887435408214
2013-04-19,1.1143019124639737
2013-04-22,1.1144416476062993
2013-04-23,1.1121707871827227
2013-04-24,1.1160913308560934
2013-04-25,1.116629162771748
2013-04-26,1.1175301675238865
2013-05-02,1.1185554406031752
2013-05-03,1.1206703201047887
2013-05-06,1.1218559398322712
2013-05-07,1.1212774590099495
2013-05-08,1.1212230742421097
2013-05-09,1.1216684702199142
2013-05-10,1.1223270424480984
2013-05-13,1.1215233848526047
2013-05-14,1.1200240061853255
2013-05-15,1.1186383167583536
2013-05-16,1.118572689152449
2013-05-17,1.119151054974244
2013-05-20,1.1194359662515452
2013-05-21,1.1218082717383049
2013-05-22,1.1220476135212476
2013-05-23,1.1202925466060352
2013-05-24,1.1212130454282634
2013-05-27,1.1221662733238054
2013-05-28,1.1230672356561908
2013-05-29,1.1220880677071636
2013-05-30,1.1227589659615038
2013-05-31,1.1221285263469718
2013-06-03,1.1206785284779714
2013-06-04,1.1200037250928054
2013-06-05,1.1193959911994154
2013-06-06,1.1180741917041837
2013-06-07,1.117262850191704
2013-06-13,1.115696883009501
2013-06-14,1.1152220634954304
2013-06-17,1.114641119257054
2013-06-18,1.1140586124210436
2013-06-19,1.1100450460051363
2013-06-20,1.0989035714918436
2013-06-21,1.1000723533079129
2013-06-24,1.0967636662571818
2013-06-25,1.0971624794142423
2013-06-26,1.0990189290329122
2013-06-27,1.099655851742443
2013-06-28,1.0998606899106074
2013-07-01,1.103986913827822
2013-07-02,1.105399955801668
2013-07-03,1.1036501995557373
2013-07-04,1.1058064510644965
2013-07-05,1.1054094878801548
2013-07-08,1.1024204229739705
2013-07-09,1.102940877659809
2013-07-10,1.102135615310689
2013-07-11,1.106457508930776
2013-07-12,1.1035941816588632
2013-07-15,1.1051477200642081
2013-07-16,1.1047396776158873
2013-07-17,1.102295245162029
2013-07-18,1.1000610817908933
2013-07-19,1.0990554784024589
2013-07-22,1.0994854387765298
2013-07-23,1.1004026768094923
2013-07-24,1.0985100896780662
2013-07-25,1.099856402343994
2013-07-26,1.1004804176872174
2013-07-29,1.098086320805125
2013-07-30,1.0987077371878806
2013-07-31,1.0998712924085892
2013-08-01,1.1016598126502228
2013-08-02,1.1002298369218415
2013-08-05,1.1026001195347168
2013-08-06,1.101616329280233
2013-08-07,1.0986293493219992
2013-08-08,1.0966537490800916
2013-08-09,1.0969540254935932
2013-08-12,1.099166974761168
2013-08-13,1.0963303656403776
2013-08-14,1.0929363276255772
2013-08-15,1.0925895592720107
2013-08-16,1.093637402983662
2013-08-19,1.0928743623429376
2013-08-20,1.0889131145887387
2013-08-21,1.0904815921365736
2013-08-22,1.0903788066554638
2013-08-23,1.092202078512671
2013-08-26,1.0965011852946482
2013-08-27,1.0965987234250825
2013-08-28,1.0956576002169818
2013-08-29,1.0944487872362183
